eng,part,level
ELIGIBLE:ADJECTIVE,ADJECTIVE,5
ELIMINATE:VERB,VERB,5
ELIMINATION:NOUN,NOUN,6
ELITE:NOUN,NOUN,5
ELSE:ADVERB,ADVERB,3
ELSEWHERE:ADVERB,ADVERB,4
ELUSIVE:ADJECTIVE,ADJECTIVE,6
EMAIL (ALSO E-MAIL):NOUN,NOUN,1
EMAIL (ALSO E-MAIL):VERB,VERB,2
EMBARRASS:VERB,VERB,6
EMBARRASSED:ADJECTIVE,ADJECTIVE,3
EMBARRASSING:ADJECTIVE,ADJECTIVE,3
EMBARRASSMENT:NOUN,NOUN,4
EMBASSY:NOUN,NOUN,3
EMBODY:VERB,VERB,6
EMBRACE:VERB,VERB,5
EMBRACE:NOUN,NOUN,6
EMERGE:VERB,VERB,4
EMERGENCY:NOUN,NOUN,3
EMINENT:ADJECTIVE,ADJECTIVE,6
EMISSION:NOUN,NOUN,5
EMIT:VERB,VERB,6
EMOTION:NOUN,NOUN,4
EMOTIONAL:ADJECTIVE,ADJECTIVE,4
EMOTIONALLY:ADVERB,ADVERB,4
EMPATHY:NOUN,NOUN,6
EMPEROR:NOUN,NOUN,5
EMPHASIS:NOUN,NOUN,4
EMPHASIZE:VERB,VERB,4
EMPIRE:NOUN,NOUN,5
EMPIRICAL:ADJECTIVE,ADJECTIVE,6
EMPLOY:VERB,VERB,4
EMPLOYEE:NOUN,NOUN,3
EMPLOYER:NOUN,NOUN,3
EMPLOYMENT:NOUN,NOUN,3
EMPTY:ADJECTIVE,ADJECTIVE,3
ENABLE:VERB,VERB,4
ENCLOSE:VERB,VERB,4
ENCOUNTER:VERB,VERB,4
ENCOURAGE:VERB,VERB,3
ENCOURAGEMENT:NOUN,NOUN,4
ENCOURAGING:ADJECTIVE,ADJECTIVE,4
END:VERB,VERB,2
ENDANGERED:ADJECTIVE,ADJECTIVE,4
ENDEAVOUR:VERB,VERB,5
ENDEAVOUR:NOUN,NOUN,6
ENDING:NOUN,NOUN,3
ENDLESS:ADJECTIVE,ADJECTIVE,4
ENDORSE:VERB,VERB,6
ENDOW:VERB,VERB,6
ENDURANCE:NOUN,NOUN,6
ENDURE:VERB,VERB,4
ENEMY:NOUN,NOUN,3
ENERGETIC:ADJECTIVE,ADJECTIVE,4
ENERGY:NOUN,NOUN,3
ENFORCE:VERB,VERB,5
ENGAGE:VERB,VERB,5
ENGAGED:ADJECTIVE,ADJECTIVE,3
ENGINE:NOUN,NOUN,2
ENGINEER:NOUN,NOUN,2
ENGINEERING:NOUN,NOUN,3
ENGROSSED:ADJECTIVE,ADJECTIVE,6
ENHANCE:VERB,VERB,5
ENJOY:VERB,VERB,3
ENJOYABLE:ADJECTIVE,ADJECTIVE,3
ENJOYMENT:NOUN,NOUN,4
ENORMOUS:ADJECTIVE,ADJECTIVE,3
ENOUGH:NOUN,NOUN,3
ENOUGH:ADVERB,ADVERB,4
ENQUIRE:VERB,VERB,4
ENQUIRY:NOUN,NOUN,4
ENRICH:VERB,VERB,5
ENTER:VERB,VERB,3
ENTERPRISE:NOUN,NOUN,5
ENTERTAIN:VERB,VERB,3
ENTERTAINER:NOUN,NOUN,4
ENTERTAINING:ADJECTIVE,ADJECTIVE,4
ENTERTAINMENT:NOUN,NOUN,3
ENTHUSIASM:NOUN,NOUN,4
ENTHUSIASTIC:ADJECTIVE,ADJECTIVE,4
ENTHUSIASTICALLY:ADVERB,ADVERB,4
ENTIRE:NOUN,NOUN,4
ENTIRELY:ADVERB,ADVERB,4
ENTITLE:VERB,VERB,4
ENTITY:NOUN,NOUN,6
ENTRANCE:NOUN,NOUN,3
ENTRY:NOUN,NOUN,3
ENVELOPE:NOUN,NOUN,2
ENVIRONMENT:NOUN,NOUN,3
ENVIRONMENTAL:ADJECTIVE,ADJECTIVE,3
ENVIRONMENTALIST:NOUN,NOUN,5
ENVIRONMENTALLY:ADVERB,ADVERB,4
ENVIRONMENTALLY:ADJECTIVE,ADJECTIVE,4
ENVISAGE:VERB,VERB,5
ENVISION:VERB,VERB,5
ENVY:VERB,VERB,4
ENVY:NOUN,NOUN,5
EPISODE:NOUN,NOUN,4
EQUAL:ADJECTIVE,ADJECTIVE,3
EQUAL:NOUN,NOUN,4
EQUALITY:NOUN,NOUN,4
EQUALLY:ADVERB,ADVERB,4
EQUATE:VERB,VERB,6
EQUATION:NOUN,NOUN,5
EQUIP:VERB,VERB,4
EQUIPMENT:NOUN,NOUN,3
EQUIVALENT:ADJECTIVE,ADJECTIVE,5
EQUIVALENT:NOUN,NOUN,5
ERA:NOUN,NOUN,4
ERADICATE:VERB,VERB,6
ERODE:VERB,VERB,6
EROSION:NOUN,NOUN,5
ERROR:NOUN,NOUN,5
ERUPT:VERB,VERB,6
ESCALATOR:NOUN,NOUN,4
ESCAPE:VERB,VERB,4
ESCAPE:NOUN,NOUN,5
ESPECIALLY:ADVERB,ADVERB,3
ESSAY:NOUN,NOUN,3
ESSENCE:NOUN,NOUN,6
ESSENTIAL:ADJECTIVE,ADJECTIVE,4
ESSENTIALLY:ADVERB,ADVERB,4
ESTABLISH:VERB,VERB,5
ESTABLISHMENT:NOUN,NOUN,5
ESTATE:NOUN,NOUN,4
ESTIMATE:VERB,VERB,4
ESTIMATE:NOUN,NOUN,4
ESTIMATED:ADJECTIVE,ADJECTIVE,4
ETHIC:NOUN,NOUN,6
ETHICAL:ADJECTIVE,ADJECTIVE,6
ETHNIC:ADJECTIVE,ADJECTIVE,5
EURO (ALSO EURO):NOUN,NOUN,2
EVALUATE:VERB,VERB,5
EVALUATION:NOUN,NOUN,5
EVEN:ADVERB,ADVERB,3
EVENING:NOUN,NOUN,1
EVENT:NOUN,NOUN,4
EVENTFUL:ADJECTIVE,ADJECTIVE,6
EVENTUAL:NOUN,NOUN,6
EVENTUALLY:ADVERB,ADVERB,4
EVER:ADVERB,ADVERB,4
EVERYBODY:NOUN,NOUN,2
EVERYONE:NOUN,NOUN,2
EVERYTHING:NOUN,NOUN,3
EVERYWHERE:ADVERB,ADVERB,2
EVIDENCE:NOUN,NOUN,5
EVIDENT:ADJECTIVE,ADJECTIVE,4
EVIDENTLY:ADVERB,ADVERB,4
EVIL:ADJECTIVE,ADJECTIVE,4
EVIL:NOUN,NOUN,4
EVOLUTION:NOUN,NOUN,4
EVOLVE:VERB,VERB,5
EXACT:ADJECTIVE,ADJECTIVE,3
EXACTLY:ADVERB,ADVERB,3
EXAGGERATE:VERB,VERB,5
EXAGGERATION:NOUN,NOUN,5
EXAM:NOUN,NOUN,2
EXAMINATION:NOUN,NOUN,3
EXAMINE:VERB,VERB,5
EXAMINER:NOUN,NOUN,3
EXAMPLE:NOUN,NOUN,3
EXCEED:VERB,VERB,5
EXCEL:VERB,VERB,6
EXCELLENT:ADJECTIVE,ADJECTIVE,2
EXCEPTION:NOUN,NOUN,5
EXCEPTIONAL:ADJECTIVE,ADJECTIVE,5
EXCEPTIONALLY:ADVERB,ADVERB,5
EXCESS:NOUN,NOUN,5
EXCESS:ADJECTIVE,ADJECTIVE,5
EXCESSIVE:ADJECTIVE,ADJECTIVE,5
EXCHANGE:NOUN,NOUN,3
EXCHANGE:VERB,VERB,3
EXCHANGE RATE:NOUN,NOUN,3
EXCITED:ADJECTIVE,ADJECTIVE,1
EXCITEDLY:ADVERB,ADVERB,3
EXCITEMENT:NOUN,NOUN,3
EXCITING:ADJECTIVE,ADJECTIVE,1
EXCLAIM:VERB,VERB,6
EXCLAMATION MARK:NOUN,NOUN,4
EXCLUDE:VERB,VERB,5
EXCLUSIVE:ADJECTIVE,ADJECTIVE,5
EXCLUSIVELY:ADVERB,ADVERB,5
EXCUSE:VERB,VERB,2
EXCUSE:NOUN,NOUN,3
EXECUTE:VERB,VERB,6
EXECUTIVE:NOUN,NOUN,5
EXECUTIVE:NOUN,NOUN,5
EXEMPLIFY:VERB,VERB,6
EXERCISE:NOUN,NOUN,3
EXERCISE:VERB,VERB,4
EXHAUST:VERB,VERB,5
EXHAUST:NOUN,NOUN,5
EXHAUSTED:ADJECTIVE,ADJECTIVE,3
EXHAUSTING:ADJECTIVE,ADJECTIVE,4
EXHAUSTION:NOUN,NOUN,4
EXHAUSTIVE:ADJECTIVE,ADJECTIVE,5
EXHIBIT:VERB,VERB,5
EXHIBIT:NOUN,NOUN,5
EXHIBITION:NOUN,NOUN,3
EXILE:NOUN,NOUN,6
EXIST:VERB,VERB,4
EXISTENCE:NOUN,NOUN,4
EXISTING:NOUN,NOUN,4
EXIT:NOUN,NOUN,2
EXIT:VERB,VERB,3
EXOTIC:ADJECTIVE,ADJECTIVE,4
EXPAND:VERB,VERB,4
EXPANSION:NOUN,NOUN,4
EXPECT:VERB,VERB,3
EXPECTATION:NOUN,NOUN,4
EXPECTED:ADJECTIVE,ADJECTIVE,4
EXPEDITION:NOUN,NOUN,3
EXPENDITURE:NOUN,NOUN,6
EXPENSE:NOUN,NOUN,5
EXPENSES:NOUN,NOUN,5
EXPENSIVE:ADJECTIVE,ADJECTIVE,1
EXPERIENCE:NOUN,NOUN,3
EXPERIENCE:VERB,VERB,3
EXPERIENCED:ADJECTIVE,ADJECTIVE,3
EXPERIMENT:NOUN,NOUN,3
EXPERIMENT:VERB,VERB,5
EXPERIMENTAL:ADJECTIVE,ADJECTIVE,6
EXPERT:NOUN,NOUN,3
EXPERT:NOUN,NOUN,4
EXPIRE:VERB,VERB,6
EXPLAIN:VERB,VERB,2
EXPLANATION:NOUN,NOUN,3
EXPLICIT:ADJECTIVE,ADJECTIVE,6
EXPLODE:VERB,VERB,3
EXPLOIT:VERB,VERB,4
EXPLORATION:NOUN,NOUN,5
EXPLORE:VERB,VERB,3
EXPLOSION:NOUN,NOUN,4
EXPLOSIVE:ADJECTIVE,ADJECTIVE,6
EXPLOSIVE:NOUN,NOUN,6
EXPORT:VERB,VERB,4
EXPORT:NOUN,NOUN,4
EXPOSE:VERB,VERB,4
EXPOSURE:NOUN,NOUN,5
EXPRESS:VERB,VERB,4
EXPRESSION:NOUN,NOUN,4
EXPRESSIVE:ADJECTIVE,ADJECTIVE,6
EXQUISITE:ADJECTIVE,ADJECTIVE,6
EXTEND:VERB,VERB,4
EXTENSION:NOUN,NOUN,4
EXTENSIVE:ADJECTIVE,ADJECTIVE,4
EXTENT:NOUN,NOUN,4
EXTERIOR:NOUN,NOUN,5
EXTERNAL:ADJECTIVE,ADJECTIVE,4
EXTINCT:ADJECTIVE,ADJECTIVE,5
EXTINCTION:NOUN,NOUN,5
EXTRA:ADJECTIVE,ADJECTIVE,2
EXTRA:ADVERB,ADVERB,3
EXTRA:NOUN,NOUN,4
EXTRACT:VERB,VERB,4
EXTRACT:NOUN,NOUN,4
EXTRAORDINARILY:ADVERB,ADVERB,4
EXTRAORDINARY:ADJECTIVE,ADJECTIVE,3
EXTRAVAGANT:ADJECTIVE,ADJECTIVE,6
EXTREME:ADJECTIVE,ADJECTIVE,4
EXTREMELY:ADVERB,ADVERB,3
EXTREME SPORTS:NOUN,NOUN,3
EXTREMIST:NOUN,NOUN,6
EXTROVERT:NOUN,NOUN,5
EYEBROW:NOUN,NOUN,4
EYELASH:NOUN,NOUN,4
EYELID:NOUN,NOUN,4
EYESIGHT:NOUN,NOUN,4
FABRIC:NOUN,NOUN,5
FABULOUS:ADJECTIVE,ADJECTIVE,5
FACE:NOUN,NOUN,5
FACE:VERB,VERB,4
FACE TO FACE:ADVERB,ADVERB,3
FACE-TO-FACE:ADJECTIVE,ADJECTIVE,3
FACIAL:ADJECTIVE,ADJECTIVE,6
FACILITATE:VERB,VERB,5
FACILITIES:NOUN,NOUN,3
FACILITY:NOUN,NOUN,4
FACT:NOUN,NOUN,3
FACTOR:NOUN,NOUN,5
FACTORY:NOUN,NOUN,1
FACULTY:NOUN,NOUN,5
FADE:VERB,VERB,4
FAIL:VERB,VERB,4
FAILURE:NOUN,NOUN,4
FAINT:ADJECTIVE,ADJECTIVE,5
FAINT:VERB,VERB,4
FAIR:ADJECTIVE,ADJECTIVE,4
FAIR:NOUN,NOUN,4
FAIRLY:ADVERB,ADVERB,3
FAIRNESS:NOUN,NOUN,5
FAITH:NOUN,NOUN,4
FAITHFUL:ADJECTIVE,ADJECTIVE,5
FAITHFULLY:ADVERB,ADVERB,4
FAKE:ADJECTIVE,ADJECTIVE,5
FAKE:NOUN,NOUN,6
FAKE:VERB,VERB,6
FALL:VERB,VERB,5
FALL:NOUN,NOUN,4
FALSE:ADJECTIVE,ADJECTIVE,4
FAME:NOUN,NOUN,4
FAMILIAR:ADJECTIVE,ADJECTIVE,3
FAMILIARIZE:VERB,VERB,6
FAMINE:NOUN,NOUN,6
FAMOUS:ADJECTIVE,ADJECTIVE,1
FAN:NOUN,NOUN,2
FANATIC:NOUN,NOUN,6
FANCY:VERB,VERB,4
FANTASTIC:ADJECTIVE,ADJECTIVE,2
FANTASTICALLY:ADVERB,ADVERB,4
FANTASY:NOUN,NOUN,4
FAR:ADVERB,ADVERB,4
FAR:NOUN,NOUN,5
FARAWAY:ADJECTIVE,ADJECTIVE,6
FARE:NOUN,NOUN,3
FARM:NOUN,NOUN,1
FARMER:NOUN,NOUN,2
FARMING:NOUN,NOUN,3
FASCINATE:VERB,VERB,5
FASCINATED:ADJECTIVE,ADJECTIVE,4
FASCINATING:ADJECTIVE,ADJECTIVE,4
FASCINATION:NOUN,NOUN,5
FASHION:NOUN,NOUN,2
FASHIONABLE:ADJECTIVE,ADJECTIVE,3
FAST:ADJECTIVE,ADJECTIVE,3
FAST:ADVERB,ADVERB,5
FASTEN:VERB,VERB,3
FAST FOOD:NOUN,NOUN,2
FAT:ADJECTIVE,ADJECTIVE,1
FAT:NOUN,NOUN,4
FATAL:ADJECTIVE,ADJECTIVE,4
FATE:NOUN,NOUN,4
FATHER:NOUN,NOUN,1
FATHER-IN-LAW:NOUN,NOUN,4
FATTY:ADJECTIVE,ADJECTIVE,5
FAULT:NOUN,NOUN,4
FAULTLESS:ADJECTIVE,ADJECTIVE,6
FAULTY:ADJECTIVE,ADJECTIVE,4
FAVOUR:NOUN,NOUN,4
FAVOUR:VERB,VERB,6
FAVOURABLE:ADJECTIVE,ADJECTIVE,5
FAVOURITE:NOUN,NOUN,1
FAVOURITE:NOUN,NOUN,4
FAX:VERB,VERB,3
FEAR:NOUN,NOUN,4
FEAR:VERB,VERB,4
FEARFUL:ADJECTIVE,ADJECTIVE,6
FEARLESS:ADJECTIVE,ADJECTIVE,6
FEASIBLE:ADJECTIVE,ADJECTIVE,5
FEAST:NOUN,NOUN,5
FEAST:VERB,VERB,6
FEAT:NOUN,NOUN,6
FEATHER:NOUN,NOUN,4
FEATURE:NOUN,NOUN,4
FEATURE:VERB,VERB,4
FEBRUARY:NOUN,NOUN,1
FED UP:NOUN,NOUN,4
FEE:NOUN,NOUN,3
FEEBLE:ADJECTIVE,ADJECTIVE,6
FEED:VERB,VERB,4
FEEDBACK:NOUN,NOUN,4
FEEL:VERB,VERB,3
FEELING:NOUN,NOUN,3
FELLOW:NOUN,NOUN,4
FEMALE:ADJECTIVE,ADJECTIVE,3
FEMALE:NOUN,NOUN,4
FEMININE:ADJECTIVE,ADJECTIVE,5
FENCE:NOUN,NOUN,4
FEND:VERB,VERB,6
FERRY:NOUN,NOUN,3
FERTILE:ADJECTIVE,ADJECTIVE,6
FESTIVAL:NOUN,NOUN,3
FETCH:VERB,VERB,3
FEVER:NOUN,NOUN,4
FEW:NOUN,NOUN,3
FIBRE:NOUN,NOUN,5
FICTION:NOUN,NOUN,4
FICTIONAL:ADJECTIVE,ADJECTIVE,6
FIELD:NOUN,NOUN,4
FIERCE:ADJECTIVE,ADJECTIVE,4
FIFTH:NOUN,NOUN,3
FIGHT:VERB,VERB,3
FIGHT:NOUN,NOUN,3
FIGHTING:NOUN,NOUN,4
FIGURE:NOUN,NOUN,4
FIGURE:VERB,VERB,6
FILE:NOUN,NOUN,2
FILL:VERB,VERB,3
FILM:NOUN,NOUN,3
FILM:VERB,VERB,3
FILM-MAKER:NOUN,NOUN,3
FILTER:VERB,VERB,6
FILTER:NOUN,NOUN,6
FILTHY:ADJECTIVE,ADJECTIVE,5
FINAL:NOUN,NOUN,4
FINAL:NOUN,NOUN,3
FINALLY:ADVERB,ADVERB,2
FINANCE:NOUN,NOUN,4
FINANCE:VERB,VERB,4
FINANCIAL:ADJECTIVE,ADJECTIVE,3
FINANCIALLY:ADVERB,ADVERB,4
FIND:VERB,VERB,3
FINE:ADJECTIVE,ADJECTIVE,1
FINE:NOUN,NOUN,4
FINE:NOUN,NOUN,3
FINE:VERB,VERB,4
FINE:ADVERB,ADVERB,4
FINELY:ADVERB,ADVERB,4
FINGER:NOUN,NOUN,5
FINGERNAIL:NOUN,NOUN,4
FINGERTIP:NOUN,NOUN,6
FINISH:VERB,VERB,2
FINISH:NOUN,NOUN,4
FINITE:ADJECTIVE,ADJECTIVE,6
FIRE:NOUN,NOUN,4
FIRE:VERB,VERB,4
FIRE BRIGADE:NOUN,NOUN,4
FIREFIGHTER:NOUN,NOUN,3
FIREPLACE:NOUN,NOUN,6
FIRE STATION:NOUN,NOUN,3
FIREWORK:NOUN,NOUN,3
FIRM:ADJECTIVE,ADJECTIVE,4
FIRM:NOUN,NOUN,6
FIRM:NOUN,NOUN,3
FIRMLY:ADVERB,ADVERB,4
FIRST:ADJECTIVE,ADJECTIVE,2
FIRST:ADVERB,ADVERB,3
FIRST:NOUN,NOUN,4
FIRST-FLOOR:NOUN,NOUN,3
FIRST LANGUAGE:NOUN,NOUN,4
FIRSTLY:ADVERB,ADVERB,4
FIRST NAME:NOUN,NOUN,2
FISH:NOUN,NOUN,1
FISH:VERB,VERB,3
FISHERMAN:NOUN,NOUN,4
FISHING:NOUN,NOUN,2
FIST:NOUN,NOUN,6
FIT:VERB,VERB,4
FIT:ADJECTIVE,ADJECTIVE,4
FITNESS:NOUN,NOUN,3
FIX:VERB,VERB,3
FIXED:ADJECTIVE,ADJECTIVE,5
FLAG:NOUN,NOUN,3
FLAIR:NOUN,NOUN,5
FLAME:NOUN,NOUN,5
FLASH:VERB,VERB,5
FLASH:NOUN,NOUN,5
FLASHBACK:NOUN,NOUN,6
FLAT:NOUN,NOUN,1
FLAT:ADJECTIVE,ADJECTIVE,4
FLAT:ADVERB,ADVERB,4
FLATTEN:VERB,VERB,6
FLAVOUR:NOUN,NOUN,4
FLAW:NOUN,NOUN,5
FLAWED:ADJECTIVE,ADJECTIVE,6
FLAWLESS:ADJECTIVE,ADJECTIVE,6
FLEE:VERB,VERB,5
FLEET:NOUN,NOUN,5
FLESH:NOUN,NOUN,6
FLEXIBILITY:NOUN,NOUN,4
FLEXIBLE:ADJECTIVE,ADJECTIVE,5
FLICK:VERB,VERB,6
FLIGHT:NOUN,NOUN,4
FLOAT:VERB,VERB,3
FLOOD:VERB,VERB,3
FLOOD:NOUN,NOUN,4
FLOOR:NOUN,NOUN,2
FLOPPY:ADJECTIVE,ADJECTIVE,6
FLOUR:NOUN,NOUN,3
FLOURISH:VERB,VERB,6
FLOW:VERB,VERB,3
FLOW:NOUN,NOUN,5
FLOWER:NOUN,NOUN,1
FLU:NOUN,NOUN,3
FLUCTUATE:VERB,VERB,6
FLUENCY:NOUN,NOUN,4
FLUENT:ADJECTIVE,ADJECTIVE,4
FLUENTLY:ADVERB,ADVERB,4
FLUID:NOUN,NOUN,6
FLUID:ADJECTIVE,ADJECTIVE,6
FLUTE:NOUN,NOUN,3
FLY:VERB,VERB,4
FLY:NOUN,NOUN,3
FOCUS:NOUN,NOUN,5
FOCUS:VERB,VERB,4
FOG:NOUN,NOUN,2
FOGGY:ADJECTIVE,ADJECTIVE,2
FOLD:VERB,VERB,3
FOLDER:NOUN,NOUN,2
FOLK:NOUN,NOUN,3
FOLK:ADJECTIVE,ADJECTIVE,3
FOLLOW:VERB,VERB,4
FOLLOWER:NOUN,NOUN,6
FOLLOWING:ADJECTIVE,ADJECTIVE,3
FOLLOWING:NOUN,NOUN,4
FOND:ADJECTIVE,ADJECTIVE,3
FOOD:NOUN,NOUN,1
FOOL:NOUN,NOUN,3
FOOL:VERB,VERB,4
FOOLISH:ADJECTIVE,ADJECTIVE,4
FOOLISHLY:ADVERB,ADVERB,4
FOOT:NOUN,NOUN,4
FOOTBALL:NOUN,NOUN,1
FOOTBALLER:NOUN,NOUN,2
FOOTSTEP:NOUN,NOUN,5
FORBID:VERB,VERB,4
FORBIDDEN:ADJECTIVE,ADJECTIVE,3
FORCE:NOUN,NOUN,5
FORCE:VERB,VERB,5
FORCEFUL:ADJECTIVE,ADJECTIVE,6
FORECAST:NOUN,NOUN,3
FOREHEAD:NOUN,NOUN,3
FOREIGN:ADJECTIVE,ADJECTIVE,2
FOREIGN:NOUN,NOUN,6
FOREIGNER:NOUN,NOUN,3
FOREMOST:ADVERB,ADVERB,5
FOREMOST:ADJECTIVE,ADJECTIVE,6
FORESEE:VERB,VERB,5
FORESEEABLE:ADJECTIVE,ADJECTIVE,6
FOREST:NOUN,NOUN,2
FOREVER (ALSO FOR EVER):ADVERB,ADVERB,3
FORGERY:NOUN,NOUN,6
FORGET:VERB,VERB,3
FORGIVE:VERB,VERB,3
FORGIVENESS:NOUN,NOUN,6
FORK:NOUN,NOUN,2
FORM:NOUN,NOUN,3
FORM:VERB,VERB,4
FORMAL:ADJECTIVE,ADJECTIVE,4
FORMALLY:ADVERB,ADVERB,5
FORMAT:NOUN,NOUN,5
FORMATION:NOUN,NOUN,6
FORMER:NOUN,NOUN,3
FORMER:NOUN,NOUN,4
FORMERLY:ADVERB,ADVERB,4
FORMIDABLE:ADJECTIVE,ADJECTIVE,6
FORMULA:NOUN,NOUN,5
FORMULATE:VERB,VERB,6
FORTNIGHT:NOUN,NOUN,3
FORTUNATE:ADJECTIVE,ADJECTIVE,4
FORTUNATELY:ADVERB,ADVERB,3
FORTUNE:NOUN,NOUN,4
FORWARD:ADVERB,ADVERB,4
FOUL:ADJECTIVE,ADJECTIVE,5
FOUL:NOUN,NOUN,6
FOUND:VERB,VERB,5
FOUNDATION:NOUN,NOUN,5
FOUNDER:NOUN,NOUN,6
FOUNTAIN:NOUN,NOUN,3
FOX:NOUN,NOUN,4
FRACTION:NOUN,NOUN,6
FRAGILE:ADJECTIVE,ADJECTIVE,6
FRAGRANCE:NOUN,NOUN,6
FRAGRANT:ADJECTIVE,ADJECTIVE,6
FRAIL:ADJECTIVE,ADJECTIVE,6
FRAME:NOUN,NOUN,4
FRAMEWORK:NOUN,NOUN,6
FRANKLY:ADVERB,ADVERB,4
FRANTIC:ADJECTIVE,ADJECTIVE,6
FRAUD:NOUN,NOUN,6
FRAUDULENT:ADJECTIVE,ADJECTIVE,6
FREE:ADJECTIVE,ADJECTIVE,3
FREE:ADVERB,ADVERB,4
FREE:VERB,VERB,4
FREEDOM:NOUN,NOUN,5
FREELY:ADVERB,ADVERB,4
FREEZE:VERB,VERB,3
FREEZER:NOUN,NOUN,3
FREEZING:ADJECTIVE,ADJECTIVE,3
FRENZY:NOUN,NOUN,6
FREQUENT:ADJECTIVE,ADJECTIVE,3
FREQUENTLY:ADVERB,ADVERB,3
FRESH:ADJECTIVE,ADJECTIVE,2
FRESH:NOUN,NOUN,4
FRICTION:NOUN,NOUN,5
FRIDAY:NOUN,NOUN,1
FRIDGE:NOUN,NOUN,2
FRIED:ADJECTIVE,ADJECTIVE,2
FRIEND:NOUN,NOUN,2
FRIENDLINESS:NOUN,NOUN,4
FRIENDLY:ADJECTIVE,ADJECTIVE,2
FRIENDSHIP:NOUN,NOUN,3
FRIGHT:NOUN,NOUN,5
FRIGHTEN:VERB,VERB,4
FRIGHTENED:ADJECTIVE,ADJECTIVE,3
FRIGHTENING:ADJECTIVE,ADJECTIVE,3
FRINGE:NOUN,NOUN,6
FRINGE:NOUN,NOUN,6
FROG:NOUN,NOUN,3
FRONT:NOUN,NOUN,3
FRONT:NOUN,NOUN,3
FRONTIER:NOUN,NOUN,6
FROST:NOUN,NOUN,4
FROWN:VERB,VERB,6
FROWN:NOUN,NOUN,6
FROZEN:ADJECTIVE,ADJECTIVE,3
FRUIT:NOUN,NOUN,4
FRUITFUL:ADJECTIVE,ADJECTIVE,5
FRUSTRATED:ADJECTIVE,ADJECTIVE,5
FRUSTRATING:ADJECTIVE,ADJECTIVE,5
FRUSTRATION:NOUN,NOUN,4
FRY:VERB,VERB,3
FRYING PAN:NOUN,NOUN,3
FUEL:NOUN,NOUN,3
FULFIL:VERB,VERB,5
FULFILLING:ADJECTIVE,ADJECTIVE,6
FULFILMENT:NOUN,NOUN,6
FULL:ADJECTIVE,ADJECTIVE,2
FULL:NOUN,NOUN,2
FULL:NOUN,NOUN,4
FULL STOP:NOUN,NOUN,3
FULLY:ADVERB,ADVERB,3
FUMES:NOUN,NOUN,5
FUN:NOUN,NOUN,2
FUN:NOUN,NOUN,2
FUNCTION:NOUN,NOUN,4
FUNCTIONAL:ADJECTIVE,ADJECTIVE,4
FUND:NOUN,NOUN,5
FUND:VERB,VERB,5
FUNDAMENTAL:ADJECTIVE,ADJECTIVE,6
FUNDAMENTALLY:ADVERB,ADVERB,6
FUNDING:NOUN,NOUN,5
FUNERAL:NOUN,NOUN,4
FUNNY:ADJECTIVE,ADJECTIVE,2
FUR:NOUN,NOUN,3
FURIOUS:ADJECTIVE,ADJECTIVE,4
FURIOUSLY:ADVERB,ADVERB,4
FURNISHED:ADJECTIVE,ADJECTIVE,5
FURNITURE:NOUN,NOUN,2
FURTHER:NOUN,NOUN,3
FURTHER:ADVERB,ADVERB,3
FURTHER:VERB,VERB,6
FURTHERMORE:ADVERB,ADVERB,4
FURTHEST:ADVERB,ADVERB,3
FURY:NOUN,NOUN,6
FUSS:NOUN,NOUN,5
FUSSY:ADJECTIVE,ADJECTIVE,6
FUTURE:NOUN,NOUN,3
FUTURE:NOUN,NOUN,3
GADGET:NOUN,NOUN,5
GAIN:VERB,VERB,4
GAIN:NOUN,NOUN,5
GALLERY:NOUN,NOUN,3
GAMBLE:VERB,VERB,6
GAMBLE:NOUN,NOUN,6
GAMBLING:NOUN,NOUN,4
GAME:NOUN,NOUN,3
GANG:NOUN,NOUN,4
GAP:NOUN,NOUN,4
GARAGE:NOUN,NOUN,2
GARDEN:NOUN,NOUN,3
GARDENER:NOUN,NOUN,4
GARDENING:NOUN,NOUN,4
GARLIC:NOUN,NOUN,2
GARMENT:NOUN,NOUN,5
GAS:NOUN,NOUN,3
GASP:VERB,VERB,6
GASP:NOUN,NOUN,6
GATE:NOUN,NOUN,2
GATHER:VERB,VERB,4
GATHERING:NOUN,NOUN,5
GAY:ADJECTIVE,ADJECTIVE,3
GAZE:VERB,VERB,4
GAZE:NOUN,NOUN,6
GEAR:NOUN,NOUN,4
GENDER:NOUN,NOUN,4
GENE:NOUN,NOUN,5
GENERAL:ADJECTIVE,ADJECTIVE,3
GENERAL:NOUN,NOUN,4
GENERALIZATION:NOUN,NOUN,5
GENERALIZE:VERB,VERB,5
GENERALLY:ADVERB,ADVERB,3
GENERATE:VERB,VERB,4
GENERATION:NOUN,NOUN,3
GENEROSITY:NOUN,NOUN,4
GENEROUS:ADJECTIVE,ADJECTIVE,4
GENEROUSLY:ADVERB,ADVERB,4
GENETIC:ADJECTIVE,ADJECTIVE,5
GENETICALLY MODIFIED:ADJECTIVE,ADJECTIVE,5
GENETICS:NOUN,NOUN,4
GENIUS:NOUN,NOUN,5
GENTLE:ADJECTIVE,ADJECTIVE,3
GENTLEMAN:NOUN,NOUN,4
GENTLY:ADVERB,ADVERB,4
GENUINE:ADJECTIVE,ADJECTIVE,4
GENUINELY:ADVERB,ADVERB,4
GEOGRAPHY:NOUN,NOUN,2
GEOLOGY:NOUN,NOUN,5
GERM:NOUN,NOUN,5
